Provider_CCN,is_matched_hospital,Entity_Name,State,Individuals_Affected,Breach_Year,Main_Breach_Type,Main_Location,Business_Associate_Involved
,False,SUMMIT EYE & OPTICAL,NJ,5727.0,2023,Hacking/IT Incident,Network Server,No
,False,UNIVERSITY UROLOGY,NY,56816.0,2023,Hacking/IT Incident,Network Server,No
,False,SAINT LOUIS UNIVERSITY,MO,48392.0,2023,Hacking/IT Incident,Email,No
,False,HERBERT J. THOMAS MEMORIAL HOSPITAL ASSOCIATION DBA THOMAS MEMORIAL HOSPITAL,WV,2492.0,2023,Hacking/IT Incident,Network Server,Yes
,False,OYATE HEALTH CENTER,SD,575.0,2023,Improper Disposal,Paper Records,No
,False,NORTHWEST HEALTH – LA PORTE,IN,10256.0,2023,Unauthorized Access/Disclosure,Paper Records,No
,False,METHODIST FAMILY HEALTH,AR,5259.0,2023,Hacking/IT Incident,Network Server,No
,False,NEW MEXICO DEPARTMENT OF HEALTH,NM,49000.0,2023,Unauthorized Access/Disclosure,Network Server,No
,False,"UNITED HEALTHCARE SERVICES, INC. SINGLE AFFILIATED COVERED ENTITY",CT,1971.0,2023,Unauthorized Access/Disclosure,Network Server,No
,False,PEOPLE INCORPORATED OF SEQUOYAH COUNTY,OK,8725.0,2023,Hacking/IT Incident,Network Server,No
,False,"OUR SUNDAY VISITOR, INC.",IN,1508.0,2023,Hacking/IT Incident,Network Server,No
,False,"ASAS HEALTH, LLC",TX,25527.0,2023,Hacking/IT Incident,Network Server,No
,False,SMILE DOCTORS OF ARIZONA DBA GRINZ ORTHODONTICS,AZ,1034.0,2023,Theft,Physical Device (Workstation/Laptop),No
,False,"BRIGHTLINE, INC.",CA,28975.0,2023,Hacking/IT Incident,Network Server,Yes
,False,UINTAH BASIN HEALTHCARE,UT,103974.0,2023,Hacking/IT Incident,Network Server,No
,False,"IMA FINANCIAL GROUP, INC.",KS,5242.0,2023,Hacking/IT Incident,Network Server,Yes
,False,CATHOLIC HEALTH SYSTEM,NY,12759.0,2023,Unauthorized Access/Disclosure,Electronic Medical Record (EMR),Yes
,False,PHARMERICA CORPORATION,KY,5815591.0,2023,Hacking/IT Incident,Network Server,No
,False,GREAT EXPRESSIONS DENTAL CENTERS,MI,1925397.0,2023,Hacking/IT Incident,Network Server,No
,False,"SESAME, INC.",NY,1809.0,2023,Unauthorized Access/Disclosure,Network Server,Yes
,False,"ILLINOIS DEPARTMENT OF HEALTHCARE AND FAMILY SERVICES, ILLINOIS DEPARTMENT OF HUMAN SERVICES",IL,50839.0,2023,Hacking/IT Incident,Network Server,No
,False,"UNITED HEALTHCARE SERVICES, INC. SINGLE AFFILIATED COVERED ENTITY",CT,1116.0,2023,Unauthorized Access/Disclosure,Email,No
,False,SOLUTRAN,MN,17728.0,2023,Hacking/IT Incident,Network Server,Yes
,False,HEALTH BENEFIT PLAN OF THE ANCHORAGE SCHOOL DISTRICT,AK,4598.0,2023,Theft,Physical Device (Workstation/Laptop),No
,False,R&B CORPORATION OF VIRGINIA D/B/A CREDIT CONTROL CORPORATION,VA,607787.0,2023,Hacking/IT Incident,Network Server,Yes
,False,LEHIGH VALLEY HEALTH NETWORK (BLACKCAT),PA,248359.0,2023,Hacking/IT Incident,Network Server,No
,False,FERTILITY SPECIALISTS MEDICAL GROUP,CA,9197.0,2023,Hacking/IT Incident,Network Server,No
,False,"STATE OF NEW JERSEY DEPARTMENT OF HUMAN SERVICES, DIVISION OF MEDICAL ASSISTANCE AND HEALTH SERVICES",NJ,552.0,2023,Unauthorized Access/Disclosure,Network Server,No
,False,"ESSEN MEDICAL ASSOCIATES, P.C.",NY,904672.0,2023,Hacking/IT Incident,Network Server,No
,False,BUCKEYE HEALTH PLAN,OH,686.0,2023,Unauthorized Access/Disclosure,Email,No
260141,True,UNIVERSITY OF MISSOURI HEALTH CARE,MO,736.0,2023,Unauthorized Access/Disclosure,Electronic Medical Record (EMR),No
161348,True,CLARKE COUNTY HOSPITAL,IA,28003.0,2023,Hacking/IT Incident,Network Server,No
,False,"MARSHALL INFORMATION SERVICES, LLC DBA PRIMARY SOLUTIONS",OH,7456.0,2023,Hacking/IT Incident,Network Server,Yes
,False,"HIAWATHA HARRIS MD, INC. DBA PATHWAYS TO WELLNESS MEDICATION CLINICS",CA,9182.0,2023,Hacking/IT Incident,Network Server,No
,False,TENNESSEE ORTHOPAEDIC CLINICS,TN,46679.0,2023,Hacking/IT Incident,Network Server,No
,False,"PARTSSOURCE, INC. WELFARE BENEFIT PLAN",OH,1474.0,2023,Hacking/IT Incident,Network Server,No
,False,PILLPACK LLC,NH,19032.0,2023,Hacking/IT Incident,Network Server,No
,False,"TOPCON HEALTHCARE SOLUTIONS, INC.",NJ,3336.0,2023,Hacking/IT Incident,Network Server,Yes
,False,COUNTY OF SACRAMENTO,CA,5525.0,2023,Hacking/IT Incident,Email,No
521322,True,GRANT REGIONAL HEALTH CENTER,WI,4135.0,2023,Hacking/IT Incident,Email,No
,False,"VASCULAR CENTER OF INTERVENTION, INC.",CA,3833.0,2023,Hacking/IT Incident,Network Server,No
,False,HARVARD PILGRIM HEALTH CARE,MA,2662337.0,2023,Hacking/IT Incident,Network Server,No
,False,"GOODWILL INDUSTRIES OF GREATER NEW YORK AND NORTHERN NJ, INC.",NY,10172.0,2023,Hacking/IT Incident,Email,No
,False,"THE CSC GENERATION HOLDINGS, INC. HEALTH AND WELFARE PLAN",WA,2219.0,2023,Hacking/IT Incident,Network Server,No
,False,"UI COMMUNITY HOME CARE, A SUBSIDIARY OF UNIVERSITY OF IOWA HEALTH SYSTEM",IA,67897.0,2023,Hacking/IT Incident,Network Server,No
,False,CULBERTSON MEMORIAL HOSPITAL,IL,69765.0,2023,Hacking/IT Incident,Network Server,No
,False,"MEDINFORM, INC.",OH,14453.0,2023,Hacking/IT Incident,Network Server,Yes
,False,ASIAN HEALTH SERVICES,CA,6270.0,2023,Hacking/IT Incident,Email,No
,False,ALASKA RAILROAD CORPORATION WELFARE BENEFITS PLAN,AK,3549.0,2023,Hacking/IT Incident,Network Server,No
,False,"ALBANY ENT & ALLERGY SERVICES, PC.",NY,224486.0,2023,Hacking/IT Incident,Network Server,No
,False,"BRIGHTLINE, INC.",CA,8432.0,2023,Hacking/IT Incident,Network Server,Yes
,False,"ALVARIA, INC.",MA,983.0,2023,Hacking/IT Incident,Network Server,Yes
,False,"PIONEER VALLEY OPHTHALMIC CONSULTANTS, PC",MA,36275.0,2023,Hacking/IT Incident,Network Server,Yes
,False,ONIX GROUP,PA,387830.0,2023,Hacking/IT Incident,Network Server,Yes
,False,NORTH SHORE MEDICAL LABS,NY,500.0,2023,Hacking/IT Incident,Network Server,No
,False,VALLEY ORTHOPAEDIC SPECIALISTS,CT,5062.0,2023,Hacking/IT Incident,Network Server,No
,False,"SOUTH JERSEY BEHAVIORAL HEALTH RESOURCES, INC.",NJ,2193.0,2023,Hacking/IT Incident,Email,No
,False,IOWA DEPARTMENT OF HEALTH AND HUMAN SERVICES,IA,833.0,2023,Unauthorized Access/Disclosure,Paper Records,Yes
,False,LANCASTER ORTHOPEDIC GROUP,PA,1784.0,2023,Hacking/IT Incident,Network Server,No
,False,SPARTA COMMUNITY HOSPITAL DISTRICT,IL,909.0,2023,Hacking/IT Incident,Email,No
,False,MANAGED CARE OF NORTH AMERICA,GA,8627242.0,2023,Hacking/IT Incident,Network Server,Yes
,False,IOWA DEPARTMENT OF HEALTH AND HUMAN SERVICES - IOWA MEDICAID,IA,233834.0,2023,Hacking/IT Incident,Network Server,Yes
,False,BUILDERS FIRSTSOURCE FLEX PLAN,TX,3763.0,2023,Hacking/IT Incident,Network Server,No
,False,"ISPACE, INC.",CA,24382.0,2023,Hacking/IT Incident,Network Server,Yes
,False,PAIN RELIEF CENTERS PA,NC,7000.0,2023,Unauthorized Access/Disclosure,Electronic Medical Record (EMR),No
330194,True,MAIMONIDES MEDICAL CENTER,NY,33000.0,2023,Hacking/IT Incident,Network Server,No
,False,UNIFIED OPERATIONS VIRGINIA LP,FL,91851.0,2023,Hacking/IT Incident,Network Server,Yes
,False,"MISSISSIPPI CHILDREN’S HOME SOCIETY, CARES CENTER, INC., MISSISSIPPI CHILDREN’S HOME SERVICES, INC., D.B.A. CANOPY CHILDREN’S SOLUTIONS",MS,19791.0,2023,Hacking/IT Incident,Network Server,No
,False,"CARENET MEDICAL GROUP, PC",NY,10059.0,2023,Hacking/IT Incident,Network Server,No
,False,CLASSIC RESIDENCE MANAGEMENT DBA VI SENIOR LIVING,IL,12405.0,2023,Hacking/IT Incident,Network Server,No
,False,ELGON INFORMATION SYSTEMS,MA,31248.0,2023,Hacking/IT Incident,Network Server,Yes
420036,True,MUSC HEALTH LANCASTER MEDICAL CENTER,SC,1802.0,2023,Unauthorized Access/Disclosure,Electronic Medical Record (EMR),No
,False,"T. ROWE PRICE GROUP, INC.",MD,684.0,2023,Hacking/IT Incident,Network Server,Yes
,False,PETALUMA HEALTH CENTER,CA,124862.0,2023,Hacking/IT Incident,Network Server,No
,False,"MERCY MEDICAL CENTER - CLINTON, INC.",IA,20865.0,2023,Hacking/IT Incident,Network Server,No
,False,EPISOURCE,MN,23557.0,2023,Hacking/IT Incident,Network Server,Yes
,False,"JOHN N. EVANS, DPM",MI,15545.0,2023,Hacking/IT Incident,Network Server,No
,False,"SOUTH JERSEY BEHAVORIAL HEALTH RESOURCES, INC.",NJ,501.0,2023,Hacking/IT Incident,Network Server,No
,False,"ENZO CLINICAL LABS, INC.",NY,2470000.0,2023,Hacking/IT Incident,Network Server,No
,False,ASCENSION SETON,TX,17191.0,2023,Hacking/IT Incident,Network Server,Yes
,False,"UTAH MEDICAID, DIVISION OF INTEGRATED HEALTHCARE: UTAH DEPARTMENT OF HEALTH AND HUMAN SERVICES",UT,5833.0,2023,Unauthorized Access/Disclosure,Paper Records,Yes
,False,SOUTHEAST NURSING AND REHAB CENTER,TX,2721.0,2023,Improper Disposal,Paper Records,No
450042,True,ASCENSION PROVIDENCE,TX,1415.0,2023,Hacking/IT Incident,Network Server,Yes
,False,HENRY FORD HEALTH,MI,168215.0,2023,Hacking/IT Incident,Email,No
,False,"MARSHALL & MELHORN, LLC",OH,9412.0,2023,Hacking/IT Incident,Network Server,Yes
,False,"INTELLIHARTX, LLC",TN,489830.0,2023,Hacking/IT Incident,Network Server,Yes
,False,UPONOR NORTH AMERICA,MN,1048.0,2023,Hacking/IT Incident,Network Server,No
,False,VALLEY OBSTETRICS & GYNECOLOGY PC,UT,61327.0,2023,Hacking/IT Incident,Network Server,No
,False,"HC3, INC",AL,1105.0,2023,Unauthorized Access/Disclosure,Paper Records,Yes
,False,"ATLANTA WOMEN'S HEALTH GROUP, P.C.",GA,33839.0,2023,Hacking/IT Incident,Network Server,No
,False,IDAHO DEPARTMENT OF HEALTH & WELFARE,ID,2501.0,2023,Hacking/IT Incident,Network Server,Yes
,False,COMMONWEALTH HEALTH PHYSICIAN NETWORK - GREAT VALLEY CARDIOLOGY,PA,181764.0,2023,Hacking/IT Incident,Network Server,No
,False,HUMANA INC.,KY,9372.0,2023,Unauthorized Access/Disclosure,Paper Records,No
,False,PARKER DRILLING COMPANY GROUP HEALTH AND FLEXIBLE BENEFIT PLAN,TX,5973.0,2023,Hacking/IT Incident,Network Server,No
,False,"NEW HORIZONS MEDICAL, INC",MA,12317.0,2023,Hacking/IT Incident,Network Server,No
,False,"CORE RECOVERY, INC.",AZ,2656.0,2023,Hacking/IT Incident,Email,No
,False,ATRIUM HEALTH WAKE FOREST BAPTIST,NC,3679.0,2023,Hacking/IT Incident,Email,No
,False,"PEACHTREE ORTHOPAEDIC CLINIC, P.A.",GA,37750.0,2023,Hacking/IT Incident,Network Server,No
,False,SEVA MEDICAL GROUP LLC,VA,690.0,2023,Unauthorized Access/Disclosure,Email,No
,False,CITY OF SAN LUIS,AZ,6848.0,2023,Hacking/IT Incident,Email,No
,False,COMMUNITY RESEARCH FOUNDATION,CA,31104.0,2023,Hacking/IT Incident,Network Server,No
,False,QUATELA CENTER FOR PLASTIC SURGERY,NY,1085.0,2023,Unauthorized Access/Disclosure,Email,No
,False,"KANNACT, INC.",OR,109210.0,2023,Hacking/IT Incident,Network Server,Yes
,False,VINCERA REHAB LLC,PA,5000.0,2023,Hacking/IT Incident,Network Server,No
,False,VINCERA SURGERY CENTER,PA,5000.0,2023,Hacking/IT Incident,Network Server,No
,False,"CORE PERFORMANCE PHYSICIANS, DBA VINCERA CORE PHYSICIANS",PA,10000.0,2023,Hacking/IT Incident,Network Server,No
,False,VINCERA IMAGING LLC,PA,5000.0,2023,Hacking/IT Incident,Network Server,No
,False,MURFREESBORO MEDICAL CLINIC & SURGICENTER,TN,559000.0,2023,Hacking/IT Incident,Network Server,No
,False,"DMS HEALTH TECHNOLOGIES, INC.",ND,48336.0,2023,Hacking/IT Incident,Network Server,No
,False,LIMBACH FACILITY SERVICES LLC GROUP BENEFIT PLAN,PA,1392.0,2023,Hacking/IT Incident,Network Server,No
,False,"VITRA HOME CARE, LLC",MA,658.0,2023,Hacking/IT Incident,Email,Yes
,False,"GLOBALHEALTH HOLDINGS, LLC",OK,622.0,2023,Hacking/IT Incident,Network Server,Yes
,False,DESERT PHYSICIANS MANAGEMENT,CA,63713.0,2023,Hacking/IT Incident,Network Server,Yes
,False,ACTIVATE HEALTHCARE LLC,IL,114445.0,2023,Hacking/IT Incident,Network Server,No
,False,THE WILLIAMSPORT HOME,PA,3660.0,2023,Hacking/IT Incident,Network Server,No
,False,THE METROHEALTH SYSTEM,OH,1230.0,2023,Unauthorized Access/Disclosure,Electronic Medical Record (EMR),No
,False,SENIOR CHOICE DBA THE ATRIUM; BEACON RIDGE; AND THE PATRIOT,PA,5057.0,2023,Hacking/IT Incident,Network Server,No
,False,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,PA,1533.0,2023,Hacking/IT Incident,Network Server,Yes
,False,"TIDEWATER DIAGNOSTIC IMAGING, LTD.",MA,40195.0,2023,Hacking/IT Incident,Network Server,No
,False,ITASCA COUNTY HEALTH & HUMAN SERVICES,MN,1413.0,2023,Hacking/IT Incident,Email,No
,False,HENRIETTA JOHNSON MEDICAL CENTER,DE,4001.0,2023,Hacking/IT Incident,Network Server,Yes
,False,PARTNERSHIP HEALTH CENTER,MT,8331.0,2023,Unauthorized Access/Disclosure,Email,No
,False,"ADVANCED MEDICAL MANAGEMENT, LLC",MD,319485.0,2023,Hacking/IT Incident,Network Server,Yes
,False,ARIZONA HEALTH CARE COST CONTAINMENT SYSTEM,AZ,2632.0,2023,Unauthorized Access/Disclosure,Network Server,No
,False,DEANCO HEALTHCARE LLC DBA MISSION COMMUNITY HOSPITAL,CA,269847.0,2023,Hacking/IT Incident,Network Server,No
,False,IMAGINE360,PA,132807.0,2023,Hacking/IT Incident,Network Server,Yes
,False,"ORRICK, HERRINGTON & SUTCLIFFE LLP",CA,342176.0,2023,Hacking/IT Incident,Network Server,Yes
,False,HEALTH FIRST HEALTH PLANS,FL,701.0,2023,Unauthorized Access/Disclosure,Paper Records,No
,False,"SOUTH SUBURBAN SURGICAL SUITES, LLC",IN,5340.0,2023,Hacking/IT Incident,Email,No
,False,ARX PATIENT SOLUTIONS,KS,41166.0,2023,Hacking/IT Incident,Email,No
,False,RECOVERY CENTERS OF AMERICA,PA,2220.0,2023,Hacking/IT Incident,Network Server,No
201304,True,"MOUNT DESERT ISLAND HOSPITAL, INC.",ME,29952.0,2023,Hacking/IT Incident,Network Server,No
,False,EASTERN CONNECTICUT HEALTH NETWORK,CT,912.0,2023,Unauthorized Access/Disclosure,Email,No
130065,True,MOUNTAIN VIEW HOSPITAL,ID,441903.0,2023,Hacking/IT Incident,Network Server,No
,False,"PHOENICIAN MEDICAL CENTER, INC",AZ,163532.0,2023,Hacking/IT Incident,Network Server,No
,False,"EDGEMED HEALTHCARE, LLC",FL,6700.0,2023,Hacking/IT Incident,Network Server,Yes
,False,PUBLIC HEALTH MANAGEMENT CORPORATION,PA,206113.0,2023,Hacking/IT Incident,Network Server,No
,False,NORTON HEALTHCARE INC.,KY,2500000.0,2023,Hacking/IT Incident,Network Server,No
,False,"PARSLEY HEALTH, INC.",NY,1004.0,2023,Unauthorized Access/Disclosure,Network Server,Yes
,False,"MIRACLE-EAR FLAGSHIP, LLC",MN,3560.0,2023,Hacking/IT Incident,Email,No
,False,PRECISION ANESTHESIA BILLING LLC,FL,209200.0,2023,Hacking/IT Incident,Network Server,Yes
,False,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF NEWARK,NJ,9895.0,2023,Hacking/IT Incident,Network Server,No
,False,ARIZONA STATE UROLOGICAL INSTITUTE,AZ,1626.0,2023,Unauthorized Access/Disclosure,Email,No
,False,CHARLES GEORGE DEPARTMENT OF VETERANS AFFAIRS MEDICAL CENTER,NC,1541.0,2023,Unauthorized Access/Disclosure,Email,No
,False,ARIA CARE PARTNERS,KS,77405.0,2023,Hacking/IT Incident,Network Server,No
,False,MOLINA HEALTHCARE,CA,7702.0,2023,Hacking/IT Incident,Network Server,Yes
,False,"THE VITALITY GROUP, LLC",IL,20387.0,2023,Hacking/IT Incident,Network Server,Yes
,False,KONEN & ASSOCIATES DBA UNIFIED PAIN MANAGEMENT,TX,5922.0,2023,Hacking/IT Incident,Email,No
,False,KANSAS JOINT & SPINE SPECIALISTS,KS,83869.0,2023,Hacking/IT Incident,Network Server,No
,False,EAST HOUSTON MEDICINE AND PEDIATRICS CLINIC,TX,13184.0,2023,Loss,Paper Records,No
,False,BEACON SPECIALIZED LIVING,MI,3338.0,2023,Hacking/IT Incident,Network Server,No
,False,HINES INTERESTS LIMITED PARTNERSHIP,TX,3000.0,2023,Hacking/IT Incident,Network Server,Yes
,False,FAIRFAX ORAL AND MAXILLOFACIAL SURGERY,VA,235931.0,2023,Hacking/IT Incident,Network Server,No
,False,"PENSION BENEFIT INFORMATION, LLC",MN,1866694.0,2023,Hacking/IT Incident,Network Server,Yes
,False,"THE PAVILLION AT HEALTH PARK, LLC DBA PARK ROYAL HOSPITAL",FL,6096.0,2023,Hacking/IT Incident,Email,No
,False,WAKE FAMILY EYE CARE,NC,14221.0,2023,Hacking/IT Incident,Network Server,No
,False,"CARE N' CARE INSURANCE COMPANY, INC.",TX,33032.0,2023,Hacking/IT Incident,Network Server,Yes
,False,TAHOE FOREST HOSPITAL DISTRICT,CA,1119.0,2023,Unauthorized Access/Disclosure,Paper Records,Yes
,False,"IVF MICHIGAN, P.C.",MI,9383.0,2023,Hacking/IT Incident,Network Server,No
,False,ACUPUNCTURE AND INTEGRATIVE SOLUTIONS INCORPORATED,OH,750.0,2023,Hacking/IT Incident,Network Server,No
,False,"ASSOCIATED PATHOLOGISTS, LLC DBA PATHGROUP HEALTH PLAN",TN,2031.0,2023,Hacking/IT Incident,Network Server,Yes
,False,"STEPHEN HARKINS, DDS, PC, DBA: HARKINS PAIN & SLEEP MANAGEMENT GROUP",AZ,6411.0,2023,Hacking/IT Incident,Network Server,No
,False,PHYSICIANS INSURANCE A MUTUAL COMPANY,WA,1852.0,2023,Hacking/IT Incident,Email,Yes
,False,RITE AID CORPORATION,PA,23433.0,2023,Hacking/IT Incident,Network Server,No
,False,"MINDFUL INNOVATIONS, PLLC",NC,1900.0,2023,Hacking/IT Incident,Email,No
,False,PARAMEDIC BILLING SERVICES,IL,93610.0,2023,Hacking/IT Incident,Network Server,No
,False,HARRIS COUNTY HOSPITAL DISTRICT D/B/A HARRIS HEALTH SYSTEM,TX,455676.0,2023,Hacking/IT Incident,Network Server,No
,False,PENNSYLVANIA DEPARTMENT OF HUMAN SERVICES,PA,11687.0,2023,Hacking/IT Incident,Network Server,No
,False,"NEW ENGLAND LIFE CARE, INC.",ME,51854.0,2023,Hacking/IT Incident,Network Server,No
,False,"BATESVILLE TOOL & DIE, INC.",IN,4549.0,2023,Hacking/IT Incident,Network Server,No
,False,SUTTER SENIOR CARE,CA,519.0,2023,Hacking/IT Incident,Network Server,Yes
,False,UT SOUTHWESTERN MEDICAL CENTER,TX,98437.0,2023,Hacking/IT Incident,Network Server,No
,False,JOHNS HOPKINS MEDICINE,MD,310405.0,2023,Hacking/IT Incident,Network Server,No
,False,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",TN,2688.0,2023,Unauthorized Access/Disclosure,Paper Records,Yes
,False,BI-BETT CORPORATION,CA,4639.0,2023,Hacking/IT Incident,Email,Yes
,False,"FAMILY VISION OF ANDERSON, P.A.",SC,62631.0,2023,Hacking/IT Incident,Network Server,No
,False,"LIFE MANAGEMENT CENTER OF NORTHWEST FLORIDA, INC.",FL,19107.0,2023,Hacking/IT Incident,Network Server,No
,False,SAINT FRANCIS HEALTH SYSTEM,OK,18911.0,2023,Hacking/IT Incident,Network Server,No
,False,"HILLSBOROUGH COUNTY, FLORIDA (COUNTY GOVERNMENT)",FL,70636.0,2023,Hacking/IT Incident,Network Server,No
,False,CARESOURCE,OH,3180537.0,2023,Hacking/IT Incident,Network Server,No
,False,GLADDEN FARMS FAMILY DENTISTRY,AZ,3085.0,2023,Hacking/IT Incident,Network Server,No
,False,UC DAVIS HEALTH,CA,3201.0,2023,Hacking/IT Incident,Email,No
,False,BAYLOR COLLEGE OF MEDICINE,TX,505.0,2023,Hacking/IT Incident,Network Server,Yes
,False,"DEAN HEALTH SERVICE COMPANY, LLC (REFERENCED HEREIN AS ""WELLFIRST HEALTH"")",MN,1027.0,2023,Hacking/IT Incident,Network Server,Yes
,False,"UNITED HEALTHCARE SERVICES, INC. SINGLE AFFILIATED COVERED ENTITY",CT,398319.0,2023,Hacking/IT Incident,Network Server,No
,False,CENTERS FOR MEDICARE & MEDICAID SERVICES,MD,2342357.0,2023,Hacking/IT Incident,Network Server,Yes
,False,THE CHATTANOOGA HEART INSTITUTE,TN,545491.0,2023,Hacking/IT Incident,Network Server,No
,False,ALLEGHENY COUNTY,PA,689686.0,2023,Hacking/IT Incident,Network Server,No
,False,"FLORIDA HEALTH SCIENCES CENTER, INC. DBA TAMPA GENERAL HOSPITAL",FL,2430920.0,2023,Hacking/IT Incident,Network Server,No
161364,True,JEFFERSON COUNTY HEALTH CENTER,IA,53827.0,2023,Hacking/IT Incident,Network Server,No
,False,SYNERGY HEALTHCARE SERVICES,GA,296956.0,2023,Hacking/IT Incident,Network Server,Yes
,False,HOWARD COUNTY GENERAL HOSPITAL,MD,2975.0,2023,Hacking/IT Incident,Network Server,Yes
,False,JOHNS HOPKINS HEALTH SYSTEM CORPORATION,MD,2584.0,2023,Hacking/IT Incident,Network Server,Yes
,False,HCA HEALTHCARE,TN,11270000.0,2023,Hacking/IT Incident,Network Server,Yes
,False,"THE HEALTH PLAN OF WEST VIRGINIA, INC.",WV,1292.0,2023,Hacking/IT Incident,Network Server,No
,False,"GRANE SUPPLY, INC.",PA,798.0,2023,Unauthorized Access/Disclosure,Email,No
,False,PLUMBERS LOCAL 8 HEALTH & WELFARE FUND,MO,4790.0,2023,Hacking/IT Incident,Email,No
,False,"ADVANCED CARE PARTNERS, LLC",GA,518.0,2023,Unauthorized Access/Disclosure,Email,No
,False,COGNIZANT TECHNOLOGIES SOLUTIONS,TX,7313.0,2023,Hacking/IT Incident,Network Server,Yes
,False,CITY OF DALLAS,TX,5058.0,2023,Hacking/IT Incident,Network Server,No
,False,UNUM GROUP SACE,TN,559315.0,2023,Hacking/IT Incident,Network Server,No
,False,RADIUS GLOBAL SOLUTIONS,MN,632204.0,2023,Hacking/IT Incident,Network Server,Yes
,False,"MAXIMUS, INC.",VA,9179390.0,2023,Hacking/IT Incident,Network Server,Yes
,False,CAPITAL NEUROLOGICAL SURGEONS,CA,1769.0,2023,Hacking/IT Incident,Email,No
220110,True,BRIGHAM AND WOMEN'S HOSPITAL,MA,987.0,2023,Unauthorized Access/Disclosure,Network Server,No
150056,True,INDIANA UNIVERSITY HEALTH,IN,21383.0,2023,Hacking/IT Incident,Network Server,Yes
,False,"GARY MOTYKIE, M.D., A MEDICAL CORPORATION",CA,3400.0,2023,Hacking/IT Incident,Email,No
,False,CRANBERRY TOWNSHIP EMERGENCY MEDICAL SERVICE,PA,1247.0,2023,Hacking/IT Incident,Network Server,Yes
,False,REDWOOD COAST REGIONAL CENTER,CA,1345.0,2023,Unauthorized Access/Disclosure,Email,No
,False,MISSOURI DEPARTMENT OF SOCIAL SERVICES,MO,739884.0,2023,Hacking/IT Incident,Network Server,Yes
,False,SPINAL AND SPORTS CARE CLINIC PS,WA,1136.0,2023,Hacking/IT Incident,Network Server,No
,False,PREMERA BLUE CROSS,WA,33212.0,2023,Hacking/IT Incident,Network Server,Yes
,False,HARRIS EYE CARE,MI,6267.0,2023,Hacking/IT Incident,Network Server,No
,False,LURIE CHILDREN’S SURGICAL FOUNDATION,IL,1997.0,2023,Hacking/IT Incident,Network Server,Yes
,False,SOVOS COMPLIANCE LLC,MA,18261.0,2023,Hacking/IT Incident,Network Server,Yes
,False,MADERA COUNTY,CA,1446.0,2023,Unauthorized Access/Disclosure,Email,No
,False,PCC PEDIATRIC EHR SOLUTIONS,VT,520.0,2023,Unauthorized Access/Disclosure,Email,Yes
,False,VIRGINIA DEPARTMENT OF MEDICAL ASSISTANCE SERVICES,VA,423824.0,2023,Hacking/IT Incident,Network Server,Yes
,False,ALLISON TRANSMISSION INC. HEALTH CARE PROGRAM FOR HOURLY EMPLOYEES / WELLNESS PROGRAM FOR SALARIED EMPLOYEES,IN,5330.0,2023,Hacking/IT Incident,Network Server,Yes
,False,ITRUST WELLNESS GROUP,SC,981.0,2023,Hacking/IT Incident,Email,No
,False,COASTAL ORTHOPEDICS & SPORTS MEDICINE OF SOUTHWEST FLORIDA,FL,203427.0,2023,Hacking/IT Incident,Network Server,No
,False,EMS MANAGEMENT AND CONSULTANTS INC,NC,223598.0,2023,Hacking/IT Incident,Network Server,Yes
,False,EL CENTRO DEL BARRIO D/B/A CENTROMED,TX,350000.0,2023,Hacking/IT Incident,Network Server,No
,False,THREE CROWNS PARK,IL,516.0,2023,Hacking/IT Incident,Email,No
,False,COLORADO DEPARTMENT OF HEALTH CARE POLICY & FINANCING,CO,4091794.0,2023,Hacking/IT Incident,Network Server,Yes
,False,"AMERICAN NATIONAL GROUP, LLC",TX,47711.0,2023,Hacking/IT Incident,Network Server,No
,False,"UNITED BANKSHARES, INC.",DC,8801.0,2023,Hacking/IT Incident,Network Server,Yes
,False,"NICE PAK PRODUCTS INC., HEALTH AND WELFARE BENEFITS PLAN",NJ,8487.0,2023,Hacking/IT Incident,Network Server,No
,False,VNS HEALTH HEALTH PLANS,NY,103775.0,2023,Hacking/IT Incident,Network Server,Yes
,False,TRACT RADIOLOGY,MS,7810.0,2023,Hacking/IT Incident,Network Server,Yes
,False,UNIVERSITY OF UTAH HEALTH,UT,8606.0,2023,Hacking/IT Incident,Network Server,Yes
,False,"KENNEDY UNIVERSITY HOSPITAL, INC. T/A JEFFERSON HEALTH",NJ,4140.0,2023,Loss,Other (Cloud/Portable Media),No
,False,MONOCACY VALLEY DENTAL,MD,4000.0,2023,Theft,Physical Device (Workstation/Laptop),No
,False,PERFORMANCE HEALTH TECHNOLOGY,OR,1752076.0,2023,Hacking/IT Incident,Network Server,Yes
,False,A-FAMILY DENTAL CARE CENTER PC,PA,2800.0,2023,Unauthorized Access/Disclosure,Network Server,No
,False,SUNY AT BUFFALO SCHOOL OF DENTAL MEDICINE,NY,765.0,2023,Hacking/IT Incident,Network Server,Yes
140101,True,MORRIS HOSPITAL & HEALTHCARE CENTERS,IL,256568.0,2023,Hacking/IT Incident,Network Server,No
,False,THE HARRIS CENTER FOR MENTAL HEALTH AND IDD,TX,599367.0,2023,Hacking/IT Incident,Network Server,Yes
