Provider_CCN,is_matched_hospital,Entity_Name,State,Individuals_Affected,Breach_Year,Main_Breach_Type,Main_Location,Business_Associate_Involved
,False,HOGAN SERVICES INC. HEALTH CARE PREMIUM PLAN,MO,1134.0,2012,Unauthorized Access/Disclosure,Email,No
,False,FAMILY HEALTH SERVICES MINNESOTA PA,MN,4000.0,2012,Theft,Physical Device (Workstation/Laptop),No
050191,True,ST. MARY MEDICAL CENTER,CA,3900.0,2012,Loss,Other (Cloud/Portable Media),No
,False,DUKE UNIVERSITY HEALTH SYSTEM,NC,591.0,2012,Unauthorized Access/Disclosure,Other (Cloud/Portable Media),No
,False,WEST DERMATOLOGY,CA,1900.0,2012,Theft,Other (Cloud/Portable Media),No
190064,True,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,LA,17000.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,UNITEDHEALTH GROUP HEALTH PLAN SINGLE AFFILIATED COVERED ENTITY,MN,19100.0,2012,Unauthorized Access/Disclosure,Other (Cloud/Portable Media),No
,False,"LUZ COLON, DPM  PODIATRY",FL,1137.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,AMERITAS LIFE INSURANCE CORP.,NE,3000.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,CHILDREN'S HOSPITAL BOSTON,MA,2159.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,"DATA IMAGE, INC.",OH,15000.0,2012,Unauthorized Access/Disclosure,Other (Cloud/Portable Media),Yes
,False,PHYSICIAN'S AUTOMATED LABORATORY,CA,745.0,2012,Theft,Paper Records,No
110007,True,"PHOEBE PUTNEY MEMORIAL HOSPITAL, INC.",GA,12937.0,2012,Theft,Paper Records,No
,False,INDEPENDENCE PHYSICAL THERAPY,CT,925.0,2012,Theft,Physical Device (Workstation/Laptop),No
450080,True,TITUS REGIONAL MEDICAL CENTER,TX,5700.0,2012,Loss,Physical Device (Workstation/Laptop),No
,False,LUTHERAN COMMUNITY SERVICES NORTHWEST,WA,756.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,"VOLUNTEER STATE HEALTH PLAN, INC.",TN,1102.0,2012,Loss,Paper Records,No
,False,PREVMED,MD,1444.0,2012,Theft,Physical Device (Workstation/Laptop),Yes
,False,"METCARE OF FLORIDA, INC.",FL,2557.0,2012,Theft,Other (Cloud/Portable Media),No
,False,CHARLIE NORWOOD VA MEDICAL CENTER,GA,824.0,2012,Loss,Other (Cloud/Portable Media),No
,False,"ROBERT WITHAM, MD, FACP",OR,11136.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,MEMORIAL SLOAN-KETTERING CANCER CENTER,NY,568.0,2012,Theft,Email,No
,False,"GESSLER CLINIC, P.A.",FL,1409.0,2012,Theft,Paper Records,No
,False,UNIVERSITY OF KENTUCKY HEALTHCARE,KY,4490.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,WOLF & YUN,KY,824.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,KAREN KIETZMAN,MT,708.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,"BRUCE G. PELLER, DMD, PA",NC,9953.0,2012,Unauthorized Access/Disclosure,Physical Device (Workstation/Laptop),No
,False,"SHARON L. ROGERS, PH.D., ABPP",TX,585.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,HEALTH TEXAS PROVIDER NETWORK - CARDIOVASCULAR CONSULTANTS OF NORTH TEXAS,TX,2462.0,2012,Unauthorized Access/Disclosure,Electronic Medical Record (EMR),No
,False,SWEDISHAMERICAN HEALTH SYSTEM,IL,1500.0,2012,Theft,Paper Records,No
,False,"PATTERSON DENTAL, INC.",MN,2533.0,2012,Unauthorized Access/Disclosure,Other (Cloud/Portable Media),Yes
,False,MOLALLA FAMILY DENTAL,OR,4354.0,2012,Hacking/IT Incident,Network Server,No
,False,VISITING NURSE SERVICES OF IOWA,IA,1298.0,2012,Theft,Paper Records,No
,False,"HAMNER SQUARE DENTAL, PRIVACY MANAGER BREACH",CA,1112.0,2012,Theft,Other (Cloud/Portable Media),No
,False,PAMLICO MEDICAL EQUIPMENT LLC,NC,2917.0,2012,Loss,Other (Cloud/Portable Media),No
220086,True,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,3900.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,NYU SCHOOL OF MEDICINE FACULTY GROUP PRACTICE,NY,8488.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,"THE SURGEONS OF LAKE COUNTY, LLC",IL,7067.0,2012,Hacking/IT Incident,Network Server,No
,False,KINDRED HEALTHCARE INC D/B/A KINDRED TRANSITIONAL CARE AND REHABILITATION-SELLERSBURG,IN,1504.0,2012,Theft,Other (Cloud/Portable Media),No
,False,JEFFREY PAUL EDELSTEIN M.D.,AZ,4800.0,2012,Theft,Network Server,No
140281,True,NORTHWESTERN MEMORIAL HOSPITAL,IL,4211.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,WALGREEN CO.,IL,1240.0,2012,Theft,Paper Records,No
,False,EMC,CT,7461.0,2012,Theft,Physical Device (Workstation/Laptop),Yes
,False,OREGON HEALTH & SCIENCE UNIVERSITY,OR,702.0,2012,Theft,Other (Cloud/Portable Media),No
,False,VNA HEALTH CARE HARTFORD HOSPITAL,CT,7461.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,HARRIS COUNTY HOSPITAL DISTRICT,TX,2875.0,2012,Theft,Paper Records,No
,False,"STANFORD HOSPITAL & CLINICS AND SCHOOL OF MEDICINE, PRIVACY MANAGER BREACH",CA,2300.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,"SIEMENS MEDICAL SOLUTIONS, USA",PA,66601.0,2012,Theft,Physical Device (Workstation/Laptop),Yes
,False,TEMPLE COMMUNITY HOSPITAL,CA,603.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,"HEARTLAND PATHOLOGY ASSOCIATES, P.A.",FL,1175.0,2012,Theft,Other (Cloud/Portable Media),No
,False,"APRIA HEALTHCARE, INC., PRIVACY MANAGER BREACH",CA,11000.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,MEMORIAL HEALTHCARE SYSTEM,FL,105646.0,2012,Theft,Electronic Medical Record (EMR),No
,False,"LIBERTY RESOURCES, INC.",PA,3183.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,THE UNIVERSITY OF TEXAS MD ANDERSON CANCER CENTER,TX,2264.0,2012,Loss,Other (Cloud/Portable Media),No
,False,CENTRAL STATES SOUTHEAST AND SIOUTHWEST AREAS HEALTH & WELFARE FUND,IL,754.0,2012,Unauthorized Access/Disclosure,Paper Records,No
,False,"CANCER CARE GROUP, P.C.",IN,55000.0,2012,Theft,Other (Cloud/Portable Media),No
,False,LANA MEDICAL CARE,FL,500.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,TRICOUNTY BEHAVIORAL HEALTH CLINIC,GA,4000.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,SIERRA PLASTIC SURGERY,NV,800.0,2012,Hacking/IT Incident,Network Server,No
,False,"CHARLOTTE CLARK-NEITZEL, MD",WA,942.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,UNIVERSITY OF MIAMI,FL,64846.0,2012,Unauthorized Access/Disclosure,Paper Records,No
,False,UNIVERSITY OF NEW MEXICO HEALTH SCIENCES CENTER,NM,2365.0,2012,Hacking/IT Incident,Network Server,No
,False,"VALLEY PLASTIC SURGERY, P.C.",VA,4873.0,2012,Theft,Other (Cloud/Portable Media),No
,False,"ECCO HEALTH, LLC",NV,5713.0,2012,Loss,Other (Cloud/Portable Media),Yes
,False,"BHCARE, INC",CT,5827.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,THE FEINSTEIN INSTITUTE FOR MEDICAL RESERCH,NY,13000.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,"ST. THERESE MEDICAL GROUP, INC",CA,3031.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,COX HEALTH,MO,2435.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,"CABINET FOR HEALTH AND FAMILY SERVICES, DEPARTMENT FOR COMMUNITY BASED SERVICES",KY,2500.0,2012,Unauthorized Access/Disclosure,Email,No
,False,"PST SERVICES, INC",GA,13074.0,2012,Improper Disposal,Paper Records,Yes
,False,"APRIA HEALTHCARE, INC.",CA,65700.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,"ALEXANDER J. TIKHTMAN, M.D.",KY,2376.0,2012,Theft,Other (Cloud/Portable Media),No
,False,GULF COAST HEALTH CARE SERVICES INC,FL,13000.0,2012,Hacking/IT Incident,Network Server,No
440011,True,"BLOUNT MEMORIAL HOSPITAL, INC",TN,27799.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,"ALERE HOME MONITORING, INC",CA,116506.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,"COASTAL HOME RESPIRATORY, LLP",GA,3440.0,2012,Theft,Other (Cloud/Portable Media),No
,False,"PHILIP P CORNELIUSON, DDS, INC.",CA,980.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,L.A. CARE HEALTH PLAN,CA,18000.0,2012,Other/Unknown,Paper Records,No
,False,"LOGAN COMMUNITY RESOURCES, INC.",IN,2900.0,2012,Hacking/IT Incident,Network Server,No
,False,"FIRST STEP COUNSELING, INC.",NJ,638.0,2012,Theft,Paper Records,No
,False,CVS CAREMARK,RI,955.0,2012,Theft,Paper Records,No
,False,HEALTH CARE SERVICE CORPORATION,IL,501.0,2012,Theft,Paper Records,No
,False,SWEDISHAMERICAN HEALTH SYSTEM,IL,1500.0,2012,Theft,Paper Records,No
360092,True,MEMORIAL HOSPITAL,OH,500.0,2012,Improper Disposal,Paper Records,No
,False,"WAIPAHU ALOHA CLUBHOUSE, PRIVACY MANAGER BREACH",HI,674.0,2012,Unauthorized Access/Disclosure,Physical Device (Workstation/Laptop),No
,False,QUANTERION SOLUTIONS INC,NY,1017.0,2012,Theft,Network Server,Yes
,False,"UNIVERSITY OF ILLINOIS, COLLEGE OF NURSING",IL,508.0,2012,Theft,Paper Records,Yes
,False,HENRY FORD HEALTH SYSTEM,MI,2777.0,2012,Loss,Other (Cloud/Portable Media),No
,False,UNION COUNTY BOARD OF DEVELOPMENTAL DISABILITIES,OH,1420.0,2012,Theft,Physical Device (Workstation/Laptop),No
150056,True,INDIANA UNIVERSITY,IN,3266.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,MIAMI BEACH HEALTHCARE GROUP LTD. DBA AVENTURA HOSPITAL AND MEDICAL CENTER,FL,2560.0,2012,Theft,Electronic Medical Record (EMR),No
,False,"WYATT DENTAL GROUP, LLC",LA,10271.0,2012,Theft,Electronic Medical Record (EMR),No
,False,WOMEN AND INFANT'S HOSPITAL,RI,14004.0,2012,Loss,Other (Cloud/Portable Media),No
,False,MEMORIAL HEALTH SYSTEM,CO,6262.0,2012,Loss,Paper Records,No
,False,MARYVILLE ACADEMY,IL,3897.0,2012,Loss,Other (Cloud/Portable Media),No
,False,CHRISTUS ST. JOHN HOSPITAL,TX,5748.0,2012,Loss,Other (Cloud/Portable Media),No
,False,L.A. CARE HEALTH PLAN,CA,18000.0,2012,Other/Unknown,Other (Cloud/Portable Media),No
,False,"HAWAII STATE DEPARTMENT OF HEALTH, ADULT MENTAL HEALTH DIVISION",HI,674.0,2012,Hacking/IT Incident,Physical Device (Workstation/Laptop),No
,False,"ORIGINAL MEDICINE ACUPUNCTURE & WELLNESS, LLC",NM,540.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,"SOUNDENTAL ASSOCIATES, PC",CT,14511.0,2012,Theft,Other (Cloud/Portable Media),No
,False,DIGITAL ARCHIVE MANAGEMENT,TX,501.0,2012,Theft,Network Server,Yes
220110,True,BRIGHAM AND WOMEN'S HOSPITAL,MA,615.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,"ADVANTAGE HEALTH SOLUTIONS, INC.",IN,2575.0,2012,Other/Unknown,Other (Cloud/Portable Media),Yes
,False,"JAMES M. MCGEE, D.M.D., P.C.",GA,1306.0,2012,Theft,Paper Records,No
,False,ROBBINS EYE CENTER PC,CT,1749.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,CUYAHOGA COUNTY BOARD OF DEVELOPMENTAL DISABILITIES,OH,613.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,ADPI-WEST,CA,1500.0,2012,Theft,Physical Device (Workstation/Laptop),Yes
,False,"CITY OF BERKELEY, PRIVACY MANAGER BREACH",CA,931.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,"ADVANCED DATA PROCESSING, INC.",FL,10000.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,VIDANT PUNGO HOSPITAL,NC,1100.0,2012,Improper Disposal,Paper Records,No
,False,BLUE CROSS BLUE SHIELD,IL,500.0,2012,Unauthorized Access/Disclosure,Network Server,Yes
,False,COUNTY OF SAN BERNARDINO DEPARTMENT OF PUBLIC HEATLH,CA,1370.0,2012,Unauthorized Access/Disclosure,Paper Records,No
410011,True,LANDMARK MEDICAL CENTER,RI,683.0,2012,Theft,Physical Device (Workstation/Laptop),No
490009,True,UNIVERSITY OF VIRGINIA MEDICAL CENTER,VA,1846.0,2012,Loss,Other (Cloud/Portable Media),No
,False,CAROLINAS MEDICAL CENTER - RANDOLPH,NC,5600.0,2012,Hacking/IT Incident,Email,No
,False,"COASTAL BEHAVIORAL HEALTHCARE, INC.",FL,4907.0,2012,Theft,Paper Records,No
,False,"CCS MEDICAL, INC.",TX,6601.0,2012,Unauthorized Access/Disclosure,Network Server,No
,False,"NORTH LAKE TAHOE FIRE PROTECTION DISTRICT, PRIVACY MANAGER BREACH",NV,752.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,"CITY OF CORONA, PRIVACY MANAGER BREACH",CA,958.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,"CITY OF YUMA, PRIVACY MANAGER BREACH",AZ,905.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,COLUMBIA UNIVERSITY MEDICAL CENTER AND NEWYORK-PRESBYTERIAN HOSPITAL,NY,4929.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,HEALTH ADVANTAGE,AR,2863.0,2012,Other/Unknown,Paper Records,No
,False,WESTERVILLE DENTAL CENTER,OH,850.0,2012,Theft,Network Server,No
,False,"OHP PHSP, INC.",NY,28187.0,2012,Unauthorized Access/Disclosure,Other (Cloud/Portable Media),Yes
,False,"CENTER FOR ORTHOPEDIC RESEARCH AND EDUCATION, INC.",AZ,35488.0,2012,Theft,Paper Records,No
,False,CALIF. DEPT. OF HEALTH CARE SERVICES (DHCS),CA,2643.0,2012,Unauthorized Access/Disclosure,Other (Cloud/Portable Media),No
,False,RICHARD SWITZER MD PC,MI,4100.0,2012,Other/Unknown,Physical Device (Workstation/Laptop),No
151319,True,GIBSON GENERAL HOSPITAL,IN,28893.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,"SOVEREIGN MEDICAL GROUP, LLC",NJ,27800.0,2012,Hacking/IT Incident,Network Server,No
,False,"CLEARPOINT DESIGN, INC.",MA,4343.0,2012,Hacking/IT Incident,Network Server,Yes
,False,HP ENTERPRISE SERVICES,KY,1090.0,2012,Theft,Physical Device (Workstation/Laptop),Yes
,False,"OMNICELL, INC.",CA,56820.0,2012,Theft,Physical Device (Workstation/Laptop),Yes
,False,ST. MARK'S MEDICAL CENTER,TX,2988.0,2012,Hacking/IT Incident,Physical Device (Workstation/Laptop),No
,False,GROUP HEALTH INCORPORATED,NY,1771.0,2013,Theft,Paper Records,No
,False,"CALVIN SCHUSTER,MD",CA,532.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,"CLEARPOINT DESIGN, INC.",MA,4125.0,2013,Hacking/IT Incident,Network Server,Yes
,False,WORKFLOWONE,OH,635.0,2013,Unauthorized Access/Disclosure,Paper Records,Yes
,False,UNIVERSITY OF NEVADA SCHOOL OF MEDICINE,NV,1483.0,2013,Improper Disposal,Paper Records,No
,False,SILVERSCRIPT INSURANCE COMPANY,AZ,852.0,2013,Unauthorized Access/Disclosure,Paper Records,No
,False,"CLEARPOINT DESIGN, INC.",MA,7250.0,2013,Hacking/IT Incident,Network Server,Yes
,False,POUSSON FAMILY DENTISTRY,LA,1400.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,"LEE D. POLLAN, DMD, PC",NY,19178.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,WASHINGTON UNIVERSITY SCHOOL OF MEDICINE,MO,1105.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,"CALIFORNIA DEPARTMENT OF DEVELOPMENTAL SERVICES, PRIVACY MANAGER BREACH",CA,1312.0,2013,Hacking/IT Incident,Network Server,No
,False,RIDERWOOD VILLAGE,MD,3230.0,2013,Theft,Physical Device (Workstation/Laptop),No
390125,True,WAYNE MEMORIAL HOSPITAL,PA,1184.0,2013,Loss,Other (Cloud/Portable Media),No
,False,BLUECROSS BLUESHIELD OF WESTERN NEW YORK,NY,725.0,2013,Theft,Paper Records,Yes
,False,BAPTIST HEALTH SYSTEM,TX,678.0,2013,Unauthorized Access/Disclosure,Electronic Medical Record (EMR),No
,False,"STANFORD SCHOOL OF MEDICINE & LP CHILDREN HOSP, PRIVACY MANAGER BREACH",CA,56500.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,THE UNIVERSITY OF TEXAS MD ANDERSON CANCER CENTER,TX,29021.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,"WESTERN WISCONSIN MEDICAL ASSOCIATION, S.C. - RIVER FALLS MEDICAL CLINICS",WI,2400.0,2013,Theft,Paper Records,No
,False,RR DONNELLEY (A SUB-BA FOR UNITEDHEALTH GROUP),IL,8911.0,2013,Theft,Physical Device (Workstation/Laptop),Yes
,False,KMART PHARMACY #7623,LA,16988.0,2013,Improper Disposal,Paper Records,Yes
,False,COMMUNITY SERVICES NW,AL,2400.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,LIFEGAS,GA,1103.0,2013,Theft,Physical Device (Workstation/Laptop),Yes
,False,YADKINVILLE CHIROPRACTIC DCPA,NC,1000.0,2013,Theft,Physical Device (Workstation/Laptop),Yes
,False,"INTERVENTION SERVICES, INC.",FL,1200.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,WEST GEORGIA AMBULANCE,GA,500.0,2013,Loss,Physical Device (Workstation/Laptop),No
,False,FROEDTERT HEALTH,WI,43549.0,2013,Hacking/IT Incident,Network Server,No
,False,"COAST HEALTHCARE MANAGEMENT, LLC",CA,1368.0,2013,Theft,Paper Records,Yes
,False,"CENTER FOR PAIN MANAGEMENT, LLC",MD,5822.0,2013,Theft,Physical Device (Workstation/Laptop),No
100022,True,JACKSON HEALTH SYSTEM,FL,566.0,2013,Other/Unknown,Paper Records,No
,False,"HOMECARE OF MID-MISSOURI, INC.",MO,4027.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,KINDRED TRANSITIONAL CARE AND REHABILITATION - MARL,MA,716.0,2013,Theft,Other (Cloud/Portable Media),No
,False,HEYMAN HOSPICECARE AT FLOYD,GA,1819.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,ABQ HEALTHPARTNERS,NM,778.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,TERRELL COUNTY HEALTH DEPARTMENT,GA,18000.0,2013,Unauthorized Access/Disclosure,Network Server,No
,False,FLORIDA HEALTHY KIDS CORPORATION,FL,3667.0,2013,Unauthorized Access/Disclosure,Paper Records,Yes
,False,"CATOCTIN DENTAL/RICHARD B. LOVE, D.D.S., P.A.",MD,6400.0,2013,Hacking/IT Incident,Network Server,No
,False,"STRONGHOLD COUNSELING SERVICES, INC.",SD,8500.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,ARIZONA ONCOLOGY,AZ,501.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,CRESCENT HEALTH INC. - A WALGREENS COMPANY,CA,109000.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,"COUNTY OF SAN BERNARDINO, DEPARTMENT OF BEHAVIORAL HEALTH",CA,686.0,2013,Theft,Paper Records,No
,False,"WOMENS HEALTH ENTERPRISE, INC.",GA,3000.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,STANDARD REGISTER,OH,2261.0,2013,Theft,Paper Records,Yes
,False,HEALTH PLUS AMERIGROUP,NY,28187.0,2013,Theft,Other (Cloud/Portable Media),Yes
,False,PLEXUS GROUP,IL,500.0,2013,Unauthorized Access/Disclosure,Other (Cloud/Portable Media),Yes
100154,True,SOUTH MIAMI HOSPITAL,FL,834.0,2013,Unauthorized Access/Disclosure,Electronic Medical Record (EMR),No
,False,LANCASTER GENERAL MEDICAL GROUP,PA,527.0,2013,Theft,Paper Records,No
,False,MAINE MEDICAL CENTER,ME,1920.0,2013,Other/Unknown,Email,No
,False,NORTH LOS ANGELES COUNTY REGIONAL CENTER,CA,18162.0,2013,Theft,Physical Device (Workstation/Laptop),Yes
,False,GOOLD HEALTH SYSTEM (GOOLD),MA,6332.0,2013,Loss,Other (Cloud/Portable Media),Yes
,False,SPORTS REHABILITATION CONSULTANTS,OH,1200.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,UNIVERSITY OF CONNECTICUT HEALTH CENTER,CT,1382.0,2013,Unauthorized Access/Disclosure,Network Server,No
,False,"UNITED HOMECARE SERVICES, INC.",FL,12299.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,PATTERSON DENTAL SUPPLY/PATTERSON COMPANIES,MN,6400.0,2013,Hacking/IT Incident,Network Server,Yes
,False,CONNEXTIONS C/O ANTHEM BCBS,IN,1678.0,2013,Theft,Network Server,Yes
,False,MOUNT SINAI MEDICAL CENTER,FL,628.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,"THOMAS L. DAVIS, JR. DDS",OR,3269.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,M&C CHILDREN'S CLINIC PA,TX,6300.0,2013,Hacking/IT Incident,Network Server,No
,False,"HEALTHCARE FOR WOMEN, INC.",MA,8727.0,2013,Hacking/IT Incident,Network Server,No
,False,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,MS,500.0,2013,Loss,Physical Device (Workstation/Laptop),No
,False,GRANGER MEDICAL CLINIC,UT,2600.0,2013,Theft,Paper Records,No
,False,TEXAS TECH UNVERSITY HEALTH SCIENCES CENTER,TX,697.0,2013,Unauthorized Access/Disclosure,Paper Records,No
,False,OREGON HEALTH & SCIENCE UNIVERSITY,OR,1114.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,RITE AID #10217,RI,2082.0,2013,Other/Unknown,Paper Records,No
,False,"SUNIL KAKAR, PSY.D.",WA,629.0,2013,Theft,Physical Device (Workstation/Laptop),Yes
,False,"QUICKRUNNER, INC. (DBA, ROADRUNNER MAILING SERVICES)",CA,2400.0,2013,Unauthorized Access/Disclosure,Paper Records,Yes
,False,"SHANDS JACKSONVILLE MEDICAL CENTER, INC.",FL,1025.0,2013,Theft,Electronic Medical Record (EMR),No
,False,KMART CORPORATION,IL,12542.0,2013,Theft,Electronic Medical Record (EMR),No
,False,UNIVERSITY OF FLORIDA,FL,14519.0,2013,Theft,Network Server,No
,False,PORTAL HEALTHCARE SOLUTIONS LLC,VA,2360.0,2013,Theft,Network Server,Yes
,False,HOSPICE AND PALLIATIVE CARE CENTER OF ALAMANCE CASWELL,NC,5370.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,"TEXAS HEALTH CARE, P.L.L.C.",TX,554.0,2013,Theft,Paper Records,No
,False,TMG HEALTH,PA,3794.0,2013,Unauthorized Access/Disclosure,Paper Records,Yes
,False,WM. JENNINGS BRYAN DORN VAMC,SC,7405.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,JOHN J. PERSHING VA MEDICAL CENTER,MO,589.0,2013,Theft,Paper Records,No
,False,OREGON HEALTH & SCIENCE UNIVERSITY,OR,1076.0,2013,Theft,Physical Device (Workstation/Laptop),No
150065,True,SCHNECK MEDICAL CENTER,IN,3131.0,2013,Unauthorized Access/Disclosure,Other (Cloud/Portable Media),No
,False,THE GUIDANCE CENTER OF WESTCHESTER,NY,1416.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,HOPE HOSPICE,TX,818.0,2013,Other/Unknown,Email,No
,False,"IHC HEALTH SERVICES, INC. DBA INTERMOUNTAIN LIFE FLIGHT",UT,857.0,2013,Unauthorized Access/Disclosure,Other (Cloud/Portable Media),No
,False,VALLEY MENTAL HEALTH,UT,700.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,ZDI,CA,14829.0,2013,Loss,Paper Records,Yes
,False,RALEIGH ORTHOPAEDIC CLINIC,NC,17300.0,2013,Theft,Paper Records,No
,False,LABORATORY CORPORATION OF AMERICA,NC,1580.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,"ARIZONA COUNSELING & TREATMENT SERVICES, LLC",AZ,3800.0,2013,Theft,Other (Cloud/Portable Media),No
360029,True,WOOD COUNTY HOSPITAL,OH,2500.0,2013,Theft,Other (Cloud/Portable Media),No
,False,UNIVERSITY OF ROCHESTER MEDICAL CENTER & AFFILIATES,NY,537.0,2013,Loss,Other (Cloud/Portable Media),No
,False,SEATTLE - KING COUNTY DEPARTMENT OF PUBLIC HEALTH,WA,750.0,2013,Improper Disposal,Paper Records,No
,False,REGIONAL MEDICAL CENTER,TN,1180.0,2013,Unauthorized Access/Disclosure,Email,No
,False,ASSURANCEMD F/K/A HARBOR GROUP,PA,22000.0,2013,Theft,Other (Cloud/Portable Media),Yes
,False,DIGITAL ARCHIVE MANAGEMENT,TX,189489.0,2013,Improper Disposal,Paper Records,Yes
,False,"NORTH ATLANTIC TELECOM, INC.",TN,539.0,2013,Other/Unknown,Physical Device (Workstation/Laptop),Yes
,False,"E-DREAMZ, INC.",NC,9988.0,2013,Hacking/IT Incident,Network Server,Yes
,False,"E-DREAMZ, INC.",NC,1924.0,2013,Hacking/IT Incident,Network Server,Yes
,False,INDIANA UNIVERSITY HEALTH ARNETT,IN,10350.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,DENT NEUROLOGIC INSTITUTE,NY,10000.0,2013,Unauthorized Access/Disclosure,Email,No
,False,CITY OF NORWOOD,OH,9577.0,2013,Loss,Physical Device (Workstation/Laptop),No
,False,LUTHERAN SOCIAL SERVICES OF SOUTH CENTRAL PENNSYLVANIA,PA,7803.0,2013,Hacking/IT Incident,Network Server,No
,False,JUST THE CONNECTION INC,IN,5388.0,2013,Improper Disposal,Other (Cloud/Portable Media),Yes
,False,ERSKINE FAMILY DENTISTRY,IN,2723.0,2013,Hacking/IT Incident,Physical Device (Workstation/Laptop),No
,False,HEALTH RESOURCES OF ARKANSAS,AR,1900.0,2013,Theft,Other (Cloud/Portable Media),No
050090,True,SONOMA VALLEY HOSPITAL,CA,1386.0,2013,Other/Unknown,Other (Cloud/Portable Media),No
,False,INDEPENDENCE CARE SYSTEM,NY,2434.0,2013,Theft,Physical Device (Workstation/Laptop),No
,False,SYNERMED / INLAND VALLEYS IPA,CA,3164.0,2013,Theft,Physical Device (Workstation/Laptop),Yes
,False,BON SECOURS MARY IMMACULATE HOSPITAL,VA,5764.0,2013,Theft,Electronic Medical Record (EMR),No
,False,UNIVERSITY OF FLORIDA,FL,5875.0,2013,Theft,Electronic Medical Record (EMR),No
,False,"COMMUNITY SUPPORT SERVICES, INC.",OH,1167.0,2013,Theft,Email,No
,False,UMASSAMHERST,MA,1670.0,2013,Hacking/IT Incident,Physical Device (Workstation/Laptop),No
,False,PALM BEACH COUNTY HEALTH DEPARTMENT,FL,877.0,2013,Unauthorized Access/Disclosure,Physical Device (Workstation/Laptop),No
