ccn,cbsa,report_year,beds,fte_employees,total_discharges,total_days,inpatient_revenue,outpatient_revenue,total_patient_revenue,net_patient_revenue,total_operating_expense,net_income,total_costs,total_salaries,overhead_costs,depreciation_cost,contract_labor,cost_to_charge_ratio,charity_care_cost,bad_debt_expense,cost_of_uncompensated_care,total_unreimbursed_and_uncompensated_care,cash_on_hand_and_in_banks,accounts_receivable,total_current_assets,total_current_liabilities,total_long_term_liabilities,total_liabilities,total_fund_balances,total_assets,medicaid_net_revenue
10001,20020.0,2014,398.0,2405.8,18489.0,94934.0,702457034.0,748728652.0,1451185686.0,290209919.0,313050295.0,1125576.0,231992999.0,136034568.0,177015727.0,20884213.0,204809.0,0.179295,5256594.0,104422708.0,24479384.0,28691031.0,5836798.0,238954076.0,68781537.0,35131255.0,120117898.0,155249153.0,237954390.0,393203543.0,21186859.0
10001,20020.0,2015,400.0,2379.5,18484.0,89693.0,698495267.0,852176750.0,1550672017.0,299070211.0,320701028.0,605488.0,238867113.0,139432336.0,181268692.0,20756178.0,,0.1685,4286307.0,90985897.0,20350620.0,25026782.0,8339540.0,246020717.0,64631457.0,37199604.0,115632336.0,152831940.0,238751389.0,391583329.0,8612038.0
10001,20020.0,2016,387.0,2397.43,19632.0,97665.0,784325760.0,849556423.0,1633882183.0,314934337.0,338324728.0,3205307.0,246974731.0,151197309.0,187127419.0,26633261.0,21218.0,0.162766,5333936.0,96783230.0,21657836.0,29216156.0,6085744.0,247281586.0,66684582.0,40344854.0,102518374.0,142863228.0,240794348.0,383657576.0,8946322.0
10001,20020.0,2017,387.0,2425.37,19677.0,99315.0,851050005.0,856687148.0,1707737153.0,325106921.0,344247883.0,6938545.0,250424328.0,160050242.0,184197641.0,24018001.0,2745185.0,0.157182,4161972.0,101100723.0,20676207.0,21713434.0,31651152.0,254601102.0,95040786.0,44214597.0,96004176.0,140218773.0,251040868.0,391259641.0,15373802.0
10001,20020.0,2018,327.0,2371.67,19963.0,95560.0,898488807.0,941312589.0,1839801396.0,340882061.0,352067099.0,5006731.0,262391792.0,161596528.0,190470571.0,23062021.0,4880807.0,0.152631,4034798.0,113122287.0,21782404.0,21782404.0,32282079.0,287435684.0,96172606.0,47297353.0,99324954.0,146622307.0,243813389.0,390435696.0,15602532.0
10001,20020.0,2019,342.0,2479.23,20694.0,99283.0,999529466.0,1029724792.0,2029254258.0,381021338.0,388885121.0,15165799.0,289913337.0,176716870.0,212168251.0,23047776.0,6609722.0,0.152285,11025384.0,92315370.0,25746956.0,25746956.0,18661571.0,336526875.0,92013914.0,52885947.0,93194600.0,146080547.0,257463398.0,403543945.0,24500022.0
10001,20020.0,2020,332.0,2212.85,19235.0,96720.0,1005129354.0,858271387.0,1863400741.0,386129795.0,392753995.0,26266177.0,297404894.0,180987391.0,211766604.0,24800962.0,5559301.0,0.169117,19188161.0,36493115.0,25866530.0,25866530.0,107404920.0,274562247.0,174914979.0,92971088.0,120962224.0,213933312.0,282529903.0,496463215.0,22059016.0
10001,20020.0,2021,326.0,2516.04,17818.0,101608.0,1001915516.0,880386673.0,1882302189.0,398171158.0,421843017.0,13702186.0,321109739.0,193767995.0,228075022.0,26101790.0,4075457.0,0.182322,20930852.0,37179518.0,27992560.0,27992560.0,70934945.0,307922835.0,140334877.0,81662871.0,111923908.0,193586779.0,296134053.0,489720832.0,
10001,20020.0,2022,353.0,2415.18,18814.0,103997.0,1055637912.0,994140865.0,2049778777.0,427135423.0,445957255.0,-3857583.0,348343434.0,189150185.0,256807070.0,25859051.0,40251654.0,0.18383,21442527.0,31132910.0,27376577.0,27376577.0,31280869.0,290285909.0,97725656.0,91966051.0,66846973.0,158813024.0,292650569.0,451463593.0,35286495.0
10001,20020.0,2023,345.0,2438.0,18800.0,102930.0,1104631755.0,1063599040.0,2168230795.0,435666482.0,449978814.0,23982132.0,342951907.0,196455054.0,253523760.0,28814729.0,20984366.0,0.171332,15039146.0,30107563.0,20511923.0,20763287.0,44273483.0,256584174.0,109225677.0,85699750.0,81310848.0,167010598.0,317009806.0,467276715.0,24852668.0
10005,99901.0,2014,204.0,1074.47,8849.0,37535.0,121342650.0,333111391.0,454454041.0,134587150.0,140630091.0,2943592.0,106029369.0,51692754.0,88937337.0,9227670.0,2353940.0,0.273267,2657910.0,31658504.0,11438311.0,11438311.0,8982354.0,14275907.0,26870317.0,70203.0,95925057.0,95995260.0,84744934.0,180740194.0,13852157.0
10005,99901.0,2015,204.0,1068.4,9368.0,38465.0,120078683.0,350284666.0,470363349.0,143538907.0,146147743.0,8662942.0,109894275.0,53291805.0,92855938.0,9194579.0,2107310.0,0.274711,1981774.0,31150912.0,10731885.0,10731885.0,21486715.0,17408900.0,47792805.0,27429974.0,68136560.0,95566534.0,120051051.0,215617585.0,15159528.0
10005,99901.0,2016,204.0,1113.2,9406.0,38875.0,122005174.0,373812431.0,495817605.0,152458646.0,154413970.0,8936845.0,115759101.0,55182574.0,99231396.0,9085532.0,2145949.0,0.277037,2141060.0,30492143.0,10750551.0,10750551.0,14514700.0,17473888.0,41395402.0,24584413.0,65470578.0,90054991.0,127973193.0,218028184.0,16326885.0
10005,99901.0,2017,204.0,1181.7,8463.0,39191.0,119818878.0,391460798.0,511279676.0,150905261.0,159283147.0,3353244.0,119245660.0,61134360.0,98148787.0,11391215.0,473386.0,0.273325,4026829.0,26443092.0,11417727.0,11417727.0,7615458.0,16168776.0,36068134.0,23318099.0,64360684.0,87678783.0,129807849.0,217486632.0,14758983.0
10005,99901.0,2018,204.0,1181.21,9069.0,38089.0,114242849.0,328186792.0,442429641.0,147689469.0,158201110.0,-1326730.0,121664659.0,63424905.0,94776205.0,10713899.0,534844.0,0.274992,5925195.0,24376941.0,12786055.0,12786055.0,10336135.0,15260573.0,32982476.0,25467114.0,62208431.0,87675545.0,126276433.0,213951978.0,16337077.0
10005,99901.0,2019,204.0,1290.19,7640.0,37048.0,116115511.0,350163108.0,466278619.0,157967146.0,164930493.0,7094904.0,128907716.0,70435915.0,94494578.0,8595251.0,495794.0,0.27646,6087100.0,25570851.0,13262554.0,13262554.0,9245383.0,19291637.0,110716766.0,22497496.0,,22497496.0,182857725.0,205355221.0,17633403.0
10005,99901.0,2020,195.0,1296.0,7149.0,35813.0,122071166.0,360013910.0,482085076.0,179828698.0,198543089.0,14950128.0,125334858.0,75106324.0,123436765.0,8488457.0,3420.0,0.259985,5377305.0,25785997.0,12161171.0,12161171.0,61997967.0,21141397.0,164703452.0,58868190.0,251865.0,59120055.0,197807853.0,256927908.0,20997030.0
10005,99901.0,2021,192.0,1293.0,6834.0,37391.0,134707196.0,369924366.0,504631562.0,178795169.0,178408643.0,19233138.0,134773970.0,79448856.0,98959787.0,9810239.0,,0.267074,7005024.0,24838829.0,13710349.0,13710349.0,59749462.0,27321470.0,172838513.0,52662499.0,2305305.0,54967804.0,217040991.0,272008795.0,24058491.0
10005,99901.0,2022,178.0,1293.0,6446.0,35493.0,119758734.0,400562053.0,520320787.0,186851677.0,198704987.0,18261833.0,150467737.0,90642271.0,108062716.0,9866969.0,728323.0,0.289183,6816781.0,22627975.0,13387143.0,13387143.0,18171963.0,27078543.0,150438299.0,34902118.0,4746401.0,39648519.0,235302824.0,274951343.0,25911322.0
10005,99901.0,2023,182.0,1360.93,6846.0,34258.0,118714414.0,444004520.0,562718934.0,199663299.0,224200024.0,3848332.0,170140152.0,99822850.0,124377174.0,12251244.0,,0.302354,4417306.0,19360865.0,10309378.0,10309378.0,4916720.0,28756087.0,125955814.0,37457883.0,4513287.0,41971170.0,239151156.0,281122326.0,27761546.0
10006,22520.0,2014,358.0,990.49,13544.0,61093.0,437939133.0,334794220.0,772733353.0,144482593.0,138797809.0,8520518.0,121631350.0,46440484.0,92357325.0,6327019.0,638785.0,0.156704,1899446.0,36920067.0,7960870.0,10264925.0,168397.0,28535498.0,37157340.0,19866586.0,127789499.0,147656085.0,11255705.0,158911790.0,-717593.0
10006,22520.0,2015,358.0,971.12,12713.0,60737.0,434107452.0,342915454.0,777022906.0,148322664.0,137600484.0,13086288.0,119073140.0,47249116.0,90351368.0,5885819.0,741937.0,0.150742,2083663.0,38598174.0,8201801.0,10169989.0,-471985.0,27059091.0,32237412.0,17893143.0,202733352.0,220626495.0,7233996.0,227860491.0,257073.0
10006,22520.0,2016,358.0,971.12,12896.0,61741.0,437820181.0,322800609.0,760620790.0,158328355.0,147812014.0,12845691.0,123037622.0,47453180.0,100358834.0,5070047.0,800829.0,0.159686,4285147.0,40492479.0,11028048.0,11028048.0,-199592.0,29427676.0,37613483.0,14041261.0,201510341.0,215551602.0,13333559.0,228885161.0,3455614.0
10006,22520.0,2017,358.0,960.63,12642.0,61692.0,446149346.0,351151008.0,797300354.0,161874263.0,144290886.0,18986671.0,124525656.0,49562198.0,94728688.0,5531995.0,760684.0,0.153541,1420571.0,44554738.0,8546311.0,9064527.0,-193803.0,31351447.0,40220756.0,14894919.0,182734657.0,197629576.0,21371074.0,219000650.0,3150731.0
10006,22520.0,2018,233.0,970.89,12472.0,61969.0,474455358.0,416449700.0,890905058.0,170503663.0,157276267.0,17219407.0,135469724.0,51626960.0,105649307.0,10789954.0,857285.0,0.14966,1460491.0,42009758.0,7997054.0,10763778.0,-2063700.0,33105304.0,39924192.0,14380068.0,395323012.0,409703080.0,26621196.0,436324276.0,2839106.0
10006,22520.0,2019,223.0,967.29,11756.0,61229.0,500078839.0,419836195.0,919915034.0,177193949.0,165422707.0,13842592.0,147776342.0,53661994.0,105424599.0,15580185.0,324613.0,0.165596,4540114.0,16558637.0,7567827.0,9232112.0,-689510.0,103447608.0,39632872.0,57729822.0,319431595.0,377161417.0,34717439.0,411878856.0,7373966.0
10006,22520.0,2020,223.0,995.28,11870.0,61200.0,567388586.0,427581771.0,994970357.0,194620314.0,177719930.0,27752682.0,147368050.0,59033935.0,111309765.0,15233152.0,1840421.0,0.148207,5086387.0,24343895.0,8961417.0,11088722.0,-1624103.0,25022036.0,32446541.0,12827510.0,246378281.0,259205791.0,103429199.0,362634990.0,8363510.0
10006,22520.0,2021,223.0,973.78,11701.0,60090.0,562019491.0,492055895.0,1054075386.0,209307198.0,194030448.0,19562277.0,167339349.0,66649453.0,122180896.0,15530383.0,,0.159009,5994048.0,22797073.0,9814185.0,9814185.0,54161.0,27889568.0,40633608.0,18480000.0,222548305.0,241028305.0,128191596.0,369219901.0,9593384.0
10006,22520.0,2022,223.0,1210.66,11307.0,67263.0,644746597.0,638634939.0,1283381536.0,259452348.0,258094886.0,4917614.0,159945536.0,98458721.0,156042463.0,16728009.0,5220.0,0.133594,5886064.0,13179872.0,7790897.0,7790897.0,283342.0,38159729.0,51195140.0,28311342.0,240286359.0,268597701.0,111951704.0,380549405.0,4631940.0
10006,22520.0,2023,223.0,1257.57,12547.0,67738.0,744297924.0,746252357.0,1490550281.0,259521802.0,264408272.0,5164909.0,167809135.0,102243666.0,160791656.0,14052318.0,,0.119353,5236863.0,14757483.0,7144628.0,7144628.0,-2537526.0,44089393.0,56435037.0,25964750.0,229753707.0,255718457.0,118489624.0,374208081.0,12448735.0
10007,99901.0,2014,45.0,145.46,1573.0,5123.0,17493776.0,28865032.0,46358808.0,13886141.0,16882714.0,-442798.0,14213859.0,6695328.0,10187386.0,676721.0,8640.0,0.314959,112694.0,3913322.0,1353545.0,1353545.0,108117.0,4477364.0,5702679.0,1846257.0,8149295.0,9995552.0,3291637.0,13287189.0,411583.0
10007,99901.0,2015,45.0,135.31,1379.0,5108.0,19741711.0,30788198.0,50529909.0,15154092.0,16096372.0,409195.0,14275371.0,6994506.0,9101866.0,690670.0,24623.0,0.291108,63510.0,4267239.0,1323766.0,1323766.0,515670.0,4556870.0,7675989.0,2331528.0,7336589.0,9668117.0,5188288.0,14856405.0,652028.0
10007,99901.0,2016,45.0,140.41,1179.0,4450.0,16747905.0,30467399.0,47215304.0,13547778.0,15967884.0,-666566.0,14063420.0,7314007.0,8653877.0,639810.0,4346.0,0.307321,18060.0,4290926.0,1348626.0,1348626.0,1493945.0,4190398.0,6682770.0,1644922.0,6964400.0,8609322.0,4588445.0,13197767.0,740154.0
10007,99901.0,2017,45.0,148.6,1123.0,4241.0,16423599.0,31953593.0,48377192.0,18164443.0,20712628.0,-1131650.0,14462400.0,7608214.0,8889485.0,566524.0,3119.0,0.307879,21952.0,4216358.0,1325481.0,1325481.0,99885.0,4640829.0,4255783.0,2012220.0,6143681.0,8155901.0,2697249.0,10853150.0,697273.0
10007,99901.0,2018,45.0,157.12,1157.0,4571.0,17588783.0,34115505.0,51704288.0,14984368.0,18413585.0,-844307.0,16013795.0,8309197.0,10104388.0,493333.0,1884.0,0.321038,241835.0,4002724.0,1535214.0,2590514.0,671851.0,5138005.0,3635405.0,3242412.0,6122730.0,9365142.0,1105069.0,10470211.0,702271.0
10007,99901.0,2019,45.0,159.01,1077.0,5072.0,15510271.0,33427324.0,48937595.0,14262887.0,17897904.0,-665672.0,15238747.0,8614422.0,9283482.0,640770.0,15301.0,0.326108,367304.0,3641919.0,1560919.0,2548344.0,615065.0,4976194.0,3429949.0,3809960.0,6187252.0,9997212.0,396127.0,10393339.0,827287.0
10007,99901.0,2020,45.0,149.55,1142.0,5642.0,19358959.0,34174106.0,53533065.0,16890791.0,19713458.0,1903017.0,16772455.0,8486357.0,11227101.0,684224.0,36206.0,0.333119,398482.0,4407780.0,1870627.0,2685321.0,6644221.0,8512611.0,10565346.0,9384657.0,5602921.0,14987578.0,2494780.0,17482358.0,1009206.0
10007,99901.0,2021,45.0,144.13,1213.0,6517.0,24117516.0,39985574.0,64103090.0,20650459.0,23469036.0,3223872.0,22299370.0,9798003.0,13671033.0,833933.0,40555.0,0.354654,383951.0,3399596.0,1588868.0,1588868.0,3781795.0,11084117.0,8488685.0,4018626.0,5117323.0,9135949.0,7709267.0,16845216.0,921531.0
10007,99901.0,2022,45.0,171.57,1204.0,6005.0,22392377.0,43979481.0,66371858.0,21402561.0,24993031.0,1444445.0,22302934.0,11156583.0,13836448.0,1197254.0,9425.0,0.354598,352590.0,3335627.0,1535014.0,2668318.0,3456910.0,7721778.0,8370114.0,1802511.0,4541010.0,6343521.0,10148312.0,16491833.0,1662998.0
10007,99901.0,2023,45.0,167.0,1258.0,5875.0,22965580.0,49003928.0,71969508.0,20060743.0,26089730.0,-1691243.0,22240860.0,11452550.0,14637180.0,1164927.0,17525.0,0.0,398167.0,4153406.0,1765524.0,2816811.0,979427.0,14954130.0,5831306.0,2026947.0,5000733.0,7027680.0,8440096.0,15467776.0,1608900.0
10008,99901.0,2014,29.0,106.7,352.0,1866.0,17204503.0,18454251.0,35658754.0,9530892.0,11681868.0,-2049114.0,11371256.0,5308488.0,6373380.0,689940.0,,0.324178,3211698.0,5272836.0,4921035.0,5179579.0,-340734.0,13850221.0,3230590.0,3556846.0,3959146.0,7515992.0,-3798898.0,3717094.0,773808.0
10008,99901.0,2015,29.0,82.71,352.0,1836.0,13805517.0,19153501.0,32959018.0,7002846.0,10820846.0,-716619.0,8859920.0,5233279.0,5587567.0,497332.0,,0.288539,,82175.0,26014.0,26014.0,19955.0,3454589.0,4267787.0,3474960.0,3724895.0,7199855.0,-2631972.0,4567883.0,1447306.0
10008,99901.0,2016,29.0,87.83,328.0,1222.0,15294764.0,39242456.0,54537220.0,11411100.0,13456919.0,668050.0,11705722.0,6172706.0,7284213.0,406466.0,,0.231569,,3267858.0,763698.0,763698.0,89613.0,4873154.0,6011784.0,4575123.0,3724896.0,8300019.0,-1964265.0,6335754.0,1299638.0
10008,99901.0,2017,29.0,92.89,311.0,1115.0,14436649.0,16496529.0,30933178.0,8454410.0,11441012.0,-1743750.0,9641184.0,6138259.0,5302753.0,438925.0,,0.298505,,2113197.0,635029.0,635029.0,37063.0,4039444.0,5573264.0,4732626.0,4934595.0,9667221.0,-3812595.0,5854626.0,1445234.0
10008,99901.0,2018,29.0,98.54,314.0,1334.0,14551676.0,22464984.0,37016660.0,9263645.0,11942121.0,-1561103.0,10273657.0,6626117.0,5316004.0,456077.0,,0.312739,,124826.0,43689.0,535864.0,608.0,2762344.0,4465958.0,7099161.0,4934595.0,12033756.0,-6714437.0,5319319.0,1512517.0
10008,99901.0,2019,29.0,93.23,376.0,1609.0,13134559.0,29426687.0,42561246.0,10344751.0,12510622.0,-887164.0,11613422.0,6413207.0,6097415.0,556071.0,,0.304836,,2884114.0,879182.0,879182.0,1269104.0,1936533.0,4197628.0,8649343.0,4934595.0,13583938.0,-8706155.0,4877783.0,1634984.0
10008,99901.0,2020,29.0,87.16,93.0,357.0,3398768.0,7044102.0,10442870.0,2228822.0,3050634.0,-514235.0,2717547.0,1381715.0,1668919.0,148855.0,,0.288474,,1.0,,49111.0,1498279.0,2774897.0,4488722.0,9434790.0,4934595.0,14369385.0,-9220390.0,5148995.0,221130.0
10008,99901.0,2020,29.0,64.72,234.0,1291.0,,,,,9847904.0,-9847904.0,8477259.0,4384961.0,5462943.0,132623.0,,0.326553,,1281297.0,419580.0,419580.0,,,,,,,,,1680205.0
10008,99901.0,2021,29.0,125.3,353.0,1738.0,12528963.0,24860799.0,37389762.0,9828259.0,15011013.0,-1719165.0,13820660.0,7868189.0,7142824.0,109503.0,,0.376078,24481.0,3078462.0,1181623.0,2306372.0,-1284085.0,-4486030.0,25834867.0,1429909.0,,1429909.0,23980958.0,25834347.0,1094457.0
10008,99901.0,2022,29.0,98.55,291.0,1335.0,12904218.0,23950017.0,36854235.0,8393749.0,14870921.0,-3857648.0,13336077.0,7251606.0,7619315.0,142536.0,,0.366778,742.0,2759804.0,1012456.0,1602370.0,385366.0,10749381.0,2163773.0,2544063.0,2707679.0,5251742.0,-2620991.0,2630751.0,1730520.0
10008,99901.0,2023,29.0,85.0,290.0,1410.0,14372252.0,22824548.0,37196800.0,10690770.0,14515284.0,-2445290.0,12814728.0,6281480.0,8233804.0,140686.0,,0.0,560.0,2228464.0,781037.0,781037.0,-3020408.0,7942439.0,435189.0,2365703.0,3425408.0,5791111.0,-4917226.0,873885.0,814237.0
10011,13820.0,2014,305.0,1121.3,15186.0,85909.0,591119741.0,528459254.0,1119578995.0,203380128.0,209068461.0,-1047492.0,184688737.0,69170959.0,150241354.0,9132529.0,574924.0,0.172214,10111501.0,16569436.0,13125564.0,14860471.0,7350.0,73972742.0,35319280.0,49981545.0,12097000.0,62078545.0,63415733.0,125494278.0,11184432.0
10011,13820.0,2015,308.0,1133.02,15226.0,86386.0,594924877.0,549172650.0,1144097527.0,203743282.0,209269860.0,-1408660.0,191474181.0,70957833.0,148655879.0,6090103.0,1208824.0,0.172039,10816093.0,15205278.0,13582030.0,13582030.0,8000.0,85555200.0,55471716.0,58166738.0,12097000.0,70263738.0,70929586.0,141193324.0,11389402.0
10011,13820.0,2016,312.0,1063.76,15371.0,87713.0,639237288.0,513071907.0,1152309195.0,205284205.0,213977009.0,-5291026.0,195560891.0,66356203.0,147620806.0,6154394.0,1466909.0,0.169842,12175068.0,18142247.0,15398560.0,15398560.0,45434.0,88853952.0,31558340.0,50372893.0,,50372893.0,66550021.0,116922914.0,12555317.0
10011,13820.0,2017,317.0,995.58,15146.0,92112.0,673282107.0,520313106.0,1193595213.0,211735387.0,225417952.0,-10386369.0,203243255.0,65976754.0,159441198.0,1300158.0,811410.0,0.170358,22441456.0,18595307.0,25705180.0,25705180.0,54526.0,94192704.0,40469172.0,69717091.0,,69717091.0,53468011.0,123185102.0,12501683.0
10011,13820.0,2018,309.0,944.0,14059.0,82556.0,648111713.0,547022397.0,1195134110.0,205675124.0,217524949.0,-8108777.0,191594000.0,61784749.0,155740200.0,1107796.0,,0.161122,17414488.0,22390312.0,21142988.0,31593848.0,-125766.0,75810776.0,28098348.0,51683567.0,,51683567.0,66476423.0,118159990.0,5266846.0
10011,13820.0,2019,309.0,979.0,14222.0,78097.0,751699880.0,545004430.0,1296704310.0,218603823.0,222674272.0,8820035.0,198843600.0,65981675.0,156395584.0,6484720.0,11000.0,0.154054,17976249.0,21591427.0,21373526.0,21373526.0,-473674.0,88397148.0,28125223.0,76667338.0,,76667338.0,48905097.0,125572435.0,5886041.0
10011,13820.0,2020,241.0,991.65,12783.0,77134.0,740484183.0,582838102.0,1323322285.0,239684219.0,242992630.0,-5802389.0,221297366.0,68303797.0,174688833.0,7667720.0,4317251.0,0.167682,18557803.0,16380272.0,21491348.0,21491348.0,45866.0,90179791.0,32352723.0,100186520.0,,100186520.0,40237330.0,140423850.0,9264895.0
10011,13820.0,2021,275.0,954.42,12201.0,78253.0,734478581.0,590275309.0,1324753890.0,238496389.0,269479306.0,-21761659.0,246596980.0,81535086.0,187944220.0,5650501.0,8748122.0,0.18643,20022391.0,17170283.0,23308682.0,23308682.0,39690.0,93182187.0,36480718.0,74951805.0,,74951805.0,65339388.0,140291193.0,9202297.0
10011,13820.0,2022,286.0,942.62,13109.0,76616.0,749645155.0,654135470.0,1403780625.0,249098345.0,299373547.0,-43584931.0,252447613.0,86540201.0,212833346.0,4976849.0,2498906.0,0.180018,17757564.0,13586762.0,20277334.0,20277334.0,66640.0,95367904.0,36335068.0,61831238.0,,61831238.0,48942547.0,110773785.0,10280001.0
10011,13820.0,2023,280.0,955.25,12766.0,71444.0,721252267.0,648946003.0,1370198270.0,243331705.0,269589592.0,-24085319.0,250886319.0,83136953.0,186452639.0,4072953.0,4723398.0,0.183027,16169521.0,14821634.0,18964288.0,18964288.0,98060.0,238999597.0,47539740.0,56786866.0,,56786866.0,72914651.0,129701517.0,7457494.0
10012,99901.0,2014,97.0,353.71,3145.0,11338.0,121277008.0,218414529.0,339691537.0,57531076.0,63707936.0,-4187396.0,40845008.0,17319497.0,46388439.0,2460543.0,656906.0,0.120241,2544026.0,12561021.0,4164651.0,4165234.0,-31085.0,9134144.0,9019166.0,62992884.0,40000.0,63032884.0,-27216885.0,35815999.0,2881085.0
10012,99901.0,2015,97.0,359.47,3161.0,11323.0,125189416.0,234909735.0,360099151.0,45631381.0,50721000.0,-3712508.0,42628683.0,17777091.0,32943909.0,2418340.0,1007765.0,0.118379,2265498.0,11551388.0,3797023.0,3797023.0,-312941.0,10372665.0,9421886.0,65731454.0,20750.0,65752204.0,-30929394.0,34822810.0,3543672.0
10012,99901.0,2016,97.0,360.52,3141.0,11884.0,140130992.0,241344593.0,381475585.0,45343858.0,48156388.0,-1767100.0,42890952.0,18141029.0,30015359.0,1995288.0,1423277.0,0.112434,2263271.0,10979776.0,3654654.0,5335663.0,-832405.0,13037275.0,11185396.0,2626208.0,16444.0,2642652.0,32002033.0,34644685.0,3090963.0
10012,99901.0,2017,97.0,347.69,3191.0,11581.0,149890287.0,262460557.0,412350844.0,44794051.0,50425479.0,-4871125.0,44561807.0,18330199.0,32095280.0,1781523.0,2264014.0,0.108068,1103282.0,14165039.0,2798506.0,4153593.0,-54187.0,12500952.0,10564818.0,5351400.0,68000.0,5419400.0,27130908.0,32550308.0,3378763.0
10012,99901.0,2018,97.0,357.55,3207.0,11591.0,174273137.0,282569026.0,456842163.0,52443684.0,52503885.0,658391.0,46820978.0,19118684.0,33385201.0,1801759.0,1396137.0,0.102488,1104374.0,13908164.0,2708981.0,3488254.0,-1257368.0,16508432.0,12310824.0,5593634.0,1142248.0,6735882.0,27789314.0,34525196.0,3485613.0
10012,99901.0,2019,97.0,346.63,3204.0,11255.0,183445644.0,303024817.0,486470461.0,51685932.0,53192188.0,-839126.0,48153469.0,19619295.0,33572893.0,1692187.0,1591562.0,0.098985,1089946.0,17035722.0,2878834.0,2878834.0,-437190.0,16057775.0,11988637.0,5663603.0,1233049.0,6896652.0,26950186.0,33846838.0,3781368.0
10012,99901.0,2020,97.0,304.6,2761.0,11720.0,180621438.0,266472755.0,447094193.0,49486534.0,53691637.0,3450568.0,49325139.0,17806734.0,35884903.0,1922104.0,695585.0,0.110324,1119299.0,18584358.0,3273491.0,3273491.0,-651388.0,10904078.0,6316071.0,23249183.0,699648.0,23948831.0,525875.0,24474706.0,7916161.0
10012,99901.0,2021,97.0,296.98,2440.0,10461.0,180907657.0,292596386.0,473504043.0,57493328.0,58530939.0,1407989.0,54678326.0,18495411.0,40035528.0,2838424.0,1931818.0,0.117134,1482501.0,15830848.0,3449763.0,3449763.0,-924484.0,15868167.0,7160722.0,31109165.0,862817.0,31971982.0,-4768673.0,27203309.0,7112245.0
10012,99901.0,2022,97.0,277.84,2556.0,8812.0,159861961.0,300407533.0,460269494.0,50282630.0,58288875.0,-6327436.0,52898147.0,18977093.0,39311782.0,3189888.0,199700.0,0.114929,1335123.0,19082821.0,3599496.0,3599496.0,-700210.0,16576248.0,8192440.0,37294071.0,1117028.0,38411099.0,-11096117.0,27314982.0,8819505.0
10012,99901.0,2023,97.0,296.0,2537.0,7810.0,161732699.0,337682806.0,499415505.0,52028919.0,67083139.0,-13743080.0,57236746.0,20161125.0,46922014.0,3332828.0,90495.0,0.0,1269339.0,19288386.0,3551445.0,3551445.0,-175821.0,15664112.0,4463739.0,29280286.0,,29280286.0,-24839195.0,4441091.0,8099423.0
10016,13820.0,2014,212.0,856.62,11158.0,54312.0,503100518.0,362068151.0,865168669.0,147053136.0,146580603.0,6322701.0,137725001.0,47042860.0,86835484.0,4178349.0,1552649.0,0.160295,4991909.0,44776931.0,12275270.0,12275270.0,32692.0,46376031.0,21785773.0,28803517.0,105331890.0,134135407.0,22647860.0,156783267.0,5770787.0
10016,13820.0,2015,212.0,852.8,9401.0,40503.0,406713224.0,285798805.0,692512029.0,121932678.0,114435597.0,11017871.0,123134513.0,36823572.0,67451445.0,4145704.0,443974.0,0.178158,3387335.0,31461482.0,9062731.0,12487484.0,31692.0,39465576.0,20863224.0,37337928.0,82464569.0,119802497.0,33876223.0,153678720.0,5185998.0
10016,13820.0,2016,212.0,875.2,2718.0,12514.0,139540951.0,97072992.0,236613943.0,39814363.0,37342125.0,3279924.0,33432131.0,13537710.0,23804415.0,369595.0,,0.148909,4717746.0,2337873.0,5100138.0,6529438.0,75531.0,45893592.0,22368982.0,4352170.0,678899.0,5031069.0,144076548.0,149107617.0,1627644.0
10016,13820.0,2016,212.0,734.69,11045.0,53086.0,630739181.0,430110171.0,1060849352.0,159014151.0,153309368.0,8828987.0,145443823.0,49012648.0,104308426.0,6269086.0,1821797.0,0.137123,16836974.0,11593406.0,18539360.0,18539360.0,95885.0,49718318.0,22303307.0,19801487.0,749218.0,20550705.0,126485026.0,147035731.0,7431516.0
10016,13820.0,2017,212.0,684.0,10536.0,47282.0,690848327.0,470678612.0,1161526939.0,152573423.0,151001785.0,3710896.0,138557821.0,48300249.0,102716872.0,5066724.0,2466221.0,0.119302,9373276.0,11189072.0,10884895.0,10884895.0,1197290.0,48190578.0,20048134.0,13700889.0,307373.0,14008262.0,130771986.0,144780248.0,7113087.0
10016,13820.0,2018,212.0,691.0,10376.0,46061.0,732195590.0,528038507.0,1260234097.0,164313971.0,154499664.0,11237308.0,142734492.0,50451665.0,104035226.0,5573622.0,1885805.0,0.113261,10724623.0,13062174.0,12341862.0,12521076.0,686476.0,51946043.0,25577421.0,14176681.0,1050680.0,15227361.0,136925720.0,152153081.0,6602127.0
10016,13820.0,2019,212.0,713.0,10921.0,47914.0,826136685.0,576653711.0,1402790396.0,172240654.0,163596265.0,9957648.0,152643962.0,52911137.0,110685128.0,5920686.0,1869142.0,0.108815,12515133.0,13301061.0,14101878.0,14101878.0,1189710.0,57734150.0,26329611.0,14516747.0,760653.0,15277400.0,140817104.0,156094504.0,6678696.0
